x,y,values
0.051164,0.147814,0.09889
0.855528,0.544198,0.928432
0.581201,0.678126,-1.559426
0.301457,0.717281,0.422687
0.845548,0.464805,-0.148224
0.221439,0.266743,4.492087
0.240528,0.799588,0.58235
0.201373,0.3608,3.475317
0.347662,0.306432,2.988528
0.13727,0.296834,1.218977
0.869642,0.652232,-1.0248
0.897658,0.699306,-2.578162
0.873274,0.265263,2.391824
0.05771,0.95758,2.268322
0.159747,0.343359,2.137029
0.436774,0.586648,-2.107785
0.64181,0.92253,3.998761
0.427115,0.865629,-1.719599
0.989776,0.000855,1.549109
0.487861,0.563638,-0.820382
0.010315,0.926116,1.451406
0.547417,0.258488,12.861394
0.291478,0.40763,1.527759
0.229145,0.702831,-1.02525
0.998398,0.246113,1.037097
0.056855,0.365286,3.995878
0.415442,0.163302,8.792528
0.106447,0.495247,4.400524
0.012512,0.344823,4.099483
0.106783,0.709224,-0.671018
0.936339,0.576104,2.275843
0.041428,0.497322,4.239644
0.966323,0.151705,1.453532
0.017136,0.760418,-0.705143
0.726467,0.517494,0.982477
0.778698,0.666484,-2.601575
0.735271,0.517891,1.062152
0.613291,0.445457,0.353946
0.032532,0.01088,-2.421257
0.978515,0.824735,0.90346
0.245792,0.731197,0.652012
0.835294,0.685542,-1.845526
0.979507,0.530129,1.932754
0.101122,0.004349,-0.109612
0.155688,0.522316,2.430639
0.861234,0.969589,-0.708076
0.461372,0.615473,-1.605547
0.793225,0.308293,4.657394
0.284108,0.853483,0.684279
0.679866,0.932158,2.739975
0.039841,0.126162,1.133488
0.867552,0.205356,1.929969
0.740719,0.134905,3.140909
0.558267,0.057511,2.189148
0.516564,0.99234,1.729294
0.229847,0.888167,-0.209616
0.596551,0.368566,2.926581
0.196567,0.094392,0.359126
0.832822,0.641398,-0.435703
0.162264,0.581796,1.040583
0.285893,0.609522,-2.395366
0.215183,0.972259,-1.611921
0.35877,0.750439,1.812884
0.767498,0.7552,-2.719908
0.709163,0.23679,4.779628
0.877592,0.371389,3.280664
0.52462,0.674357,0.060662
0.452537,0.019303,3.665568
0.623774,0.802716,0.759182
0.553307,0.673564,-0.929792
0.174182,0.15169,-0.203621
0.865522,0.290257,2.537399
0.013275,0.87219,0.193439
0.615625,0.793393,0.19248
0.832441,0.313329,5.615843
0.161807,0.371862,1.976452
0.950515,0.68481,0.885161
0.036271,0.232227,1.691745
0.475257,0.607446,-1.422011
0.303182,0.528664,-1.109618
0.953368,0.874296,-0.247331
0.001678,0.757534,-0.735126
0.600885,0.988602,0.514224
0.717891,0.007401,0.903044
0.547097,0.802243,1.367857
0.905531,0.602747,0.966895
0.79942,0.823392,-2.018113
0.683848,0.042512,1.355714
0.902892,0.688685,-1.20277
0.570748,0.728481,-0.624437
0.57879,0.707393,-0.843925
0.797177,0.305837,5.060133
0.816648,0.459785,0.78531
0.923339,0.404349,1.593912
0.57171,0.260288,11.129396
0.515663,0.737377,-0.369046
0.803754,0.869612,-0.885119
0.092424,0.433188,3.850394
0.978439,0.722713,0.292868
0.932387,0.552804,2.399337
0.750118,0.853376,0.165106
0.640253,0.902388,3.901617
0.66125,0.117128,2.753452
0.480125,0.50251,2.38596
0.643275,0.688151,-1.574746
0.359701,0.917418,-0.255342
0.40351,0.883742,-1.257697
0.102632,0.96878,0.037391
0.647852,0.538308,0.232246
0.870512,0.116228,1.337922
0.416495,0.387137,1.418988
0.424582,0.878202,-1.392317
0.860212,0.851881,-1.233202
0.026856,0.392767,4.246475
0.063722,0.031327,-0.405042
0.917739,0.545876,1.319162
0.878706,0.996582,0.183373
0.827344,0.867536,-1.505285
0.349203,0.163409,3.096462
0.91667,0.657527,-0.356433
0.468513,0.967575,0.596697
0.667659,0.794308,-0.01092
0.731121,0.165835,3.60773
0.304646,0.459525,-0.745443
0.609751,0.259327,4.80125
0.149813,0.998596,-0.21429
0.225254,0.004547,0.104637
0.92517,0.018647,-0.080878
0.794812,0.650416,-1.436649
0.676875,0.807553,1.453888
0.074632,0.413626,4.723638
0.586435,0.69015,-1.075256
0.852537,0.504372,0.745929
0.799222,0.261738,5.732118
0.558633,0.272786,13.283708
0.494774,0.703426,-0.54332
0.0533,0.440574,8.375903
0.392859,0.177813,4.568782
0.619516,0.195193,6.175621
0.684169,0.970184,2.588777
0.772396,0.290318,4.26487
0.210315,0.600519,-0.531459
0.101122,0.943832,0.46817
0.634348,0.295857,3.046531
0.203601,0.993759,-1.899232
0.145861,0.928634,-0.413735
0.366415,0.405493,-0.974434
0.181125,0.967483,-1.009735
0.057588,0.777752,-0.391943
0.826505,0.08983,0.983062
0.096498,0.703532,-0.060441
0.990127,0.231861,1.445687
0.271229,0.383246,5.373801
0.83624,0.635859,0.004734
0.278584,0.714153,-0.880195
0.374731,0.639887,-0.194725
0.235508,0.618784,-1.503503
0.481743,0.717144,-1.824022
0.716381,0.935668,1.609168
0.506722,0.282475,5.612729
0.139742,0.532708,2.738588
0.469444,0.085664,21.081102
0.085725,0.487816,5.329058
0.971832,0.054871,2.005978
0.195163,0.621714,-0.805252
0.154543,0.631434,0.07876
0.970596,0.763363,0.23234
0.34844,0.808774,2.002609
0.018677,0.931395,2.406173
0.530694,0.056291,2.536448
0.056397,0.790753,-0.30906
0.35288,0.153735,3.757042
0.524269,0.652857,0.378007
0.649805,0.148638,3.022463
0.975769,0.430503,0.822946
0.771801,0.377844,1.510009
0.80647,0.917296,-0.021351
0.490364,0.813855,0.257521
0.133455,0.368719,1.899639
0.368719,0.64477,-0.391039
0.019318,0.232837,1.473188
0.36434,0.8047,0.876021
0.837797,0.903166,-0.223854
0.502525,0.112413,12.38317
0.079255,0.703243,0.099608
0.338186,0.600504,-3.57075
0.857298,0.743755,-5.821846
0.348425,0.067384,6.082188
0.315297,0.329427,3.912647
0.605905,0.662455,-0.523467
0.830365,0.361761,5.526451
0.460197,0.847135,-1.174741
0.592554,0.751476,-0.83478
0.481529,0.701549,-0.69439
0.215778,0.159762,2.141781
0.553262,0.419883,2.253593
0.064195,0.47245,5.603194
0.053651,0.11986,0.107124
0.281315,0.236637,4.68351
0.887633,0.51931,1.658785
0.566415,0.113191,1.994768
0.315114,0.99324,-1.240905
0.746548,0.903883,0.039562
0.110887,0.247105,2.552939
0.244327,0.121141,2.708663
0.5673,0.470588,1.463153
0.122499,0.614374,0.965812
0.051316,0.054643,-1.372327
0.041352,0.368597,4.937386
0.013596,0.980179,5.327717
0.308858,0.69012,0.346857
0.239551,0.393149,4.904825
0.875364,0.174701,1.176294
0.322225,0.619593,-2.753153
0.742779,0.495781,1.441157
0.710719,0.871153,1.631934
0.242878,0.32076,3.931998
0.626291,0.12929,3.878424
0.781796,0.994293,1.142993
0.791196,0.210513,3.392184
0.476417,0.048661,9.549648
0.642283,0.491249,-0.295214
0.266865,0.06862,1.062505
0.91075,0.861418,0.458389
0.148135,0.199145,0.910922
0.453483,0.221485,7.635098
0.995544,0.221546,1.431448
0.326436,0.408835,1.136813
0.055406,0.328725,2.40775
0.778149,0.480705,1.778111
0.22089,0.161151,2.355902
0.744686,0.311376,1.570286
0.436439,0.32784,3.453292
0.816495,0.963638,-0.006964
0.843885,0.30367,4.742079
0.41886,0.443351,0.187017
0.663188,0.344442,0.71686
0.975555,0.786435,0.476002
0.448829,0.454688,1.296271
0.089128,0.663264,1.212317
0.0365,0.773571,-0.533196
0.850355,0.64622,-0.627797
0.421881,0.863752,-1.960052
0.924834,0.927535,-0.231813
0.698451,0.395377,0.216826
0.20145,0.312596,3.097081
0.664561,0.784436,-0.636169
0.410437,0.529168,-1.755863
0.796277,0.37142,3.06904
0.975219,0.72488,0.244366
0.641672,0.998627,0.647145
0.023346,0.681849,1.027259
0.633341,0.227863,4.699958
0.03154,0.05333,-0.686996
0.96083,0.485115,0.970376
0.886549,0.170169,1.366972
0.053819,0.263813,2.181603
0.983703,0.713451,0.801372
0.488502,0.559838,-0.710012
0.515785,0.118135,7.715127
0.756451,0.207553,2.7758
0.075364,0.860273,0.374877
0.026413,0.919844,1.222907
0.283711,0.527642,-0.659857
0.416144,0.738201,0.62785
0.281117,0.223468,5.217008
0.643229,0.728893,-2.048435
0.214725,0.057527,0.208727
0.297658,0.018219,2.550153
0.238163,0.160235,2.039247
0.210452,0.716411,-0.817345
0.282872,0.78143,-0.020443
0.710277,0.826795,1.269818
0.662196,0.065843,1.113701
0.232837,0.912291,-0.42117
0.93724,0.006134,-0.12583
0.696254,0.404135,0.343458
0.280888,0.609232,-2.039518
0.50428,0.932341,1.313538
0.510475,0.751781,-0.071052
0.812131,0.335744,5.88418
0.985168,0.589364,2.039214
0.547601,0.412467,2.389974
0.537697,0.560189,0.067802
0.781308,0.631174,-1.649621
0.536614,0.901335,2.140019
0.45214,0.16614,11.328093
0.757549,0.913466,0.359021
0.728832,0.61767,0.166105
0.354711,0.843748,0.718183
0.355764,0.45127,-0.862898
0.00737,0.333227,3.411205
0.939101,0.0878,1.357262
0.618723,0.84448,1.419678
0.299733,0.833219,0.560856
0.986648,0.801678,0.193263
0.923842,0.939483,-0.922734
0.087343,0.512291,2.728793
0.832639,0.975799,0.137843
0.179873,0.221515,2.006152
0.181216,0.723217,-0.194792
0.031571,0.741833,0.107288
0.490822,0.962203,1.127501
0.888609,0.31252,4.683903
0.819883,0.509773,0.334382
0.742153,0.382376,1.291017
0.537652,0.689723,-0.406337
0.410544,0.449744,-0.104025
0.985458,0.9785,-5.091699
0.304784,0.871809,0.226577
0.407279,0.210224,6.588886
0.786877,0.333471,5.314992
0.000137,0.731334,0.876452
0.208423,0.571328,0.829232
0.347662,0.328283,3.405027
0.554696,0.358633,3.798386
0.713771,0.472587,2.179584
0.802182,0.035325,0.140891
0.868391,0.206531,1.93152
0.458778,0.347707,3.906942
0.178698,0.007584,-0.924068
0.377218,0.617746,-0.792659
0.832319,0.166293,1.506205
0.873899,0.200839,2.248396
0.761791,0.477272,1.525713
0.148531,0.138705,-1.10409
0.846265,0.02266,0.846736
0.800717,0.42356,1.520489
0.218509,0.639765,-1.342835
0.700114,0.131212,2.064145
0.200336,0.616495,-0.951532
0.387869,0.130343,9.501241
0.979202,0.605432,1.397163
0.710491,0.08043,1.643501
0.357214,0.559884,-2.380179
0.043854,0.928161,2.024054
0.406317,0.77734,0.925733
0.908095,0.132372,0.659907
0.714305,0.815305,0.915892
0.428656,0.753613,0.22269
0.240864,0.190219,4.302119
0.201236,0.038163,0.4061
0.169451,0.346609,2.02194
0.339864,0.682139,0.506669
0.127779,0.662318,-0.118657
0.750561,0.198764,3.693501
0.933181,0.905852,0.422784
0.866423,0.994614,-0.136817
0.027405,0.994751,6.626901
0.755398,0.130236,2.702045
0.338872,0.352407,2.364998
0.175845,0.989868,-1.521553
0.633326,0.978134,1.964386
0.205249,0.63447,-0.829979
0.031357,0.209751,1.803593
0.56463,0.403128,2.31653
0.343252,0.632731,-1.082699
0.821241,0.239719,3.551396
0.613382,0.810193,1.306144
0.171145,0.319524,2.107619
0.011429,0.921309,1.005503
0.580453,0.427192,0.97879
0.516457,0.079133,7.028465
0.037369,0.528405,3.667526
0.294789,0.784482,0.406138
0.87837,0.500252,0.892329
0.094331,0.397208,4.355938
0.712596,0.277165,2.53918
0.297276,0.254215,2.613462
0.259663,0.03859,1.03668
0.340215,0.167407,2.297515
0.438636,0.476555,0.579856
0.477562,0.059434,10.977235
0.536675,0.007279,-0.01894
0.818296,0.644266,-0.266646
0.048859,0.814649,0.397904
0.260182,0.712505,-0.367028
0.951553,0.557351,3.043585
0.422156,0.699199,1.110935
0.673747,0.057557,1.337804
0.217426,0.434165,2.604949
0.871824,0.53138,1.675591
0.847883,0.856474,-1.213413
0.429145,0.136126,14.048037
0.928222,0.246784,3.706987
0.882856,0.948653,0.484657
0.230167,0.516258,0.212834
0.987442,0.865675,-0.339058
0.84181,0.184344,1.616911
0.730632,0.336187,0.133022
0.406622,0.196841,5.905454
0.05626,0.073777,-1.337242
0.812406,0.557519,1.054614
0.556802,0.255222,11.495641
0.00972,0.613336,0.486927
0.115145,0.53167,3.942812
0.414786,0.267399,4.091218
0.108232,0.989822,1.122813
0.660517,0.874662,2.903832
0.647303,0.288411,3.079163
0.410788,0.889799,-1.183843
0.026108,0.038132,-1.567665
0.123552,0.86247,0.967851
0.778317,0.569146,1.076179
0.516121,0.056825,4.575254
0.944839,0.39646,1.098362
0.935332,0.26685,3.755473
0.782773,0.723537,-4.163461
0.807294,0.10779,2.304434
0.299687,0.106722,4.874001
0.479881,0.222843,5.498062
0.053376,0.528298,2.865605
0.637186,0.791516,-0.294862
0.341543,0.103334,8.971844
0.394324,0.678279,0.971213
0.586709,0.093751,1.85269
0.343648,0.050523,3.952712
0.002365,0.33489,3.221556
0.334874,0.471778,-1.336444
0.61416,0.442329,0.530388
0.100771,0.653269,0.932468
0.839506,0.176822,1.35494
0.69659,0.415869,0.325242
0.811597,0.203754,3.169789
0.344396,0.936812,-0.530847
0.761822,0.76556,-1.682536
0.87921,0.645838,-0.805035
0.631815,0.966613,3.026239
0.382315,0.627756,-0.621282
0.580407,0.576486,-1.352493
0.783749,0.107881,1.918465
0.798703,0.135714,2.337065
0.576318,0.601785,-0.88425
0.899458,0.852659,0.334953
0.049378,0.4663,5.626467
0.172137,0.000412,-1.15998
0.844541,0.356893,5.497371
0.415503,0.727459,0.785473
0.916487,0.747829,-1.951338
0.629358,0.60145,0.259591
0.314611,0.786267,1.15766
0.892393,0.971664,-0.009728
0.694713,0.070481,1.910057
0.396155,0.572183,-3.072488
0.268269,0.087114,1.795704
0.579309,0.853529,1.084213
0.819715,0.664805,-1.735677
0.095766,0.353826,2.113032
0.23125,0.03151,0.292675
0.447639,0.016464,3.862968
0.182361,0.741512,0.322079
0.197681,0.69865,-1.370274
0.652628,0.488762,-0.000287
0.93283,0.88838,0.131002
0.620554,0.88661,2.10971
0.005295,0.434363,5.496191
0.682521,0.898436,1.584252
0.691585,0.541848,1.939895
0.431861,0.109224,27.798622
0.006867,0.658228,1.322106
0.008469,0.683543,1.075206
0.570138,0.412421,2.015753
0.521553,0.804471,1.259044
0.657099,0.131365,3.108104
0.501671,0.27454,6.130638
0.091478,0.210376,2.26046
0.793118,0.024308,-0.210183
0.852171,0.604562,0.99909
0.121859,0.914687,-0.322707
0.225101,0.457633,1.676539
0.303471,0.696773,-0.003128
0.858564,0.209506,1.684132
0.24152,0.435401,1.66749
0.590646,0.774868,-0.116947
0.859419,0.763668,-5.267547
0.511254,0.010636,2.864523
0.686473,0.539422,1.802655
0.532631,0.747829,0.257139
0.575326,0.372854,3.329401
0.551888,0.718318,-1.156077
0.983688,0.741192,-0.015166
0.806226,0.840879,-2.040975
0.827787,0.168536,1.909021
0.637125,0.237797,5.738624
0.662699,0.991852,1.245144
0.557473,0.109529,2.674956
0.939895,0.339559,0.718722
0.851347,0.704524,-3.538066
0.0103,0.157275,1.939669
0.21915,0.674891,-1.458437
0.597345,0.372595,2.12289
0.316289,0.508812,-1.081922
0.959411,0.842405,0.505641
0.639567,0.049134,2.010692
0.943603,0.645304,0.724655
0.973236,0.091356,1.44811
0.713512,0.23534,4.437358
0.218524,0.409537,3.34367
0.093111,0.46331,4.712368
0.849546,0.903563,0.214707
0.92752,0.157641,1.888457
0.733196,0.530236,1.144176
0.922408,0.040116,1.156113
0.009201,0.736248,0.755587
0.141558,0.863859,0.550651
0.654215,0.084276,1.76999
0.501701,0.72726,-1.039165
0.592767,0.472267,0.240858
0.314763,0.023865,3.456527
0.153887,0.461769,1.331331
0.401877,0.320287,3.127877
0.789212,0.804654,-2.267402
0.037552,0.282872,2.76061
0.24889,0.712551,-0.155018
0.459113,0.472526,1.463895
0.189258,0.249393,1.759128
0.795712,0.569635,0.936974
0.396368,0.847532,-0.652389
0.536553,0.989502,0.512888
0.75317,0.73959,-1.581728
0.675196,0.024353,0.898855
0.6766,0.221897,5.011003
0.575586,0.49987,0.169598
0.328878,0.495552,-0.661665
0.354635,0.574411,-2.476467
0.560143,0.161227,4.803068
0.297444,0.624674,-3.483478
0.550378,0.854871,1.128201
0.912245,0.318273,2.543131
0.388602,0.948135,-0.278026
0.918318,0.63151,0.155687
0.781842,0.621866,-1.58013
0.066377,0.595865,1.864853
0.319127,0.272618,2.858504
0.956512,0.162493,1.87985
0.027451,0.459342,6.335633
0.95845,0.328801,0.380239
0.025391,0.389517,4.284503
0.444129,0.54934,-0.930817
0.010742,0.654673,1.389369
0.897139,0.078721,1.990639
0.571176,0.73286,-0.843695
0.834607,0.385412,4.39149
0.916716,0.351232,1.851424
0.827893,0.202258,2.436054
0.251652,0.909682,-0.473951
0.16527,0.570275,0.902429
0.234546,0.389609,4.93644
0.712459,0.442176,1.172313
0.821561,0.276555,4.952632
0.248905,0.124453,2.754734
0.344778,0.832273,1.030064
0.489479,0.974258,1.050187
0.817777,0.349706,4.860466
0.66923,0.996841,1.314216
0.816709,0.085191,1.744419
0.388861,0.902388,-0.468219
0.101366,0.560403,2.087219
0.493874,0.309102,3.933246
0.312413,0.328313,3.998968
0.490867,0.490669,2.222013
0.290761,0.068193,2.250678
0.225696,0.017502,0.578929
0.580804,0.589532,-1.425877
0.590539,0.08368,2.508171
0.521859,0.374273,4.457488
0.716716,0.90573,0.616289
0.264775,0.962799,-0.159123
0.006851,0.744625,0.270772
0.046387,0.621424,1.544483
0.539284,0.08864,3.734774
0.506661,0.802899,1.067866
0.639139,0.219806,5.565218
0.351217,0.947326,-0.333112
0.995758,0.08838,1.691899
0.123629,0.88333,0.862566
0.869184,0.34464,5.071878
0.950729,0.661662,0.920819
0.885161,0.594888,1.399166
0.51313,0.873213,0.658644
0.671183,0.219272,5.48226
0.934203,0.691737,0.30889
0.39826,0.577478,-3.013804
0.128435,0.2365,1.408743
0.855268,0.055329,1.263975
0.202686,0.50988,0.880198
0.577707,0.290867,8.656357
0.133272,0.205249,1.05492
0.190311,0.073136,-0.057631
0.499321,0.566476,-0.487386
0.540398,0.020417,0.796156
0.668132,0.105135,2.186942
0.105562,0.902708,0.96839
0.710338,0.040513,1.295754
0.015534,0.203464,2.499782
0.68629,0.89839,1.527312
0.011719,0.895399,0.013187
0.967453,0.831098,0.662361
0.160601,0.850538,1.178663
0.290105,0.374594,4.546503
0.787823,0.441657,1.235492
0.568505,0.875685,1.430999
0.331807,0.110292,8.302861
0.52134,0.669383,0.395022
0.159411,0.776318,0.612343
0.557839,0.498634,0.545263
0.774624,0.316777,3.587738
0.304219,0.136858,5.069962
0.503273,0.178653,7.835595
0.520714,0.180697,5.531643
0.801663,0.984298,1.20718
0.456336,0.587549,-2.202129
0.201236,0.337224,3.864064
0.338567,0.501274,-0.627972
0.19089,0.808637,0.890533
0.784802,0.437278,1.04943
0.400702,0.092226,12.795637
0.24828,0.064347,0.837123
0.185153,0.607141,-0.403801
0.462348,0.132433,21.588394
0.428504,0.717235,0.778591
0.71725,0.563745,0.973524
0.591135,0.361242,4.278013
0.514809,0.131838,7.246924
0.163439,0.168185,0.063907
0.688838,0.433814,0.670414
0.400671,0.289418,3.693006
0.410834,0.784588,0.632057
0.680247,0.307118,1.326306
0.826444,0.71632,-3.411217
0.748379,0.840162,-0.083004
0.956283,0.68957,0.822571
0.665629,0.511131,0.902616
0.807095,0.999252,0.603822
0.232105,0.848859,0.897101
0.553674,0.407568,2.156294
0.641672,0.323857,1.37101
0.361364,0.183276,2.318232
0.054551,0.560281,2.139893
0.128466,0.98146,-0.381452
0.501167,0.345892,3.249118
0.85951,0.490242,0.126179
0.748287,0.043549,1.404936
0.116487,0.655772,0.36805
0.194537,0.143893,0.85606
0.622354,0.945098,3.606796
0.003677,0.098787,1.334844
0.07541,0.340337,2.709737
0.80032,0.841428,-1.952307
0.072679,0.653773,1.610578
0.526223,0.000809,0.480034
0.328618,0.507774,-1.106794
0.812314,0.012467,0.141698
0.092653,0.848249,0.927585
0.78616,0.681346,-2.092069
0.937194,0.177264,3.89153
0.371572,0.00827,1.558334
0.21767,0.169833,2.920918
0.364462,0.037507,3.021913
0.885451,0.335683,4.55647
0.522576,0.920729,1.064119
0.816648,0.890776,-0.625118
0.99057,0.002289,1.601509
0.189349,0.881132,0.814337
0.89752,0.776349,-2.006364
0.915694,0.927596,-0.086371
0.482643,0.057816,9.997466
0.794553,0.211627,3.596116
0.422156,0.118257,20.331335
0.399252,0.615381,-0.374693
0.08278,0.127749,-1.388575
0.85536,0.379736,3.870276
0.281834,0.100175,3.466945
0.656168,0.245548,5.547931
0.054688,0.103548,-0.40914
0.455146,0.237583,5.184327
0.264469,0.466651,0.4818
0.18854,0.028428,0.177553
0.508705,0.119844,8.35106
0.163302,0.41062,1.378871
0.139208,0.706294,-0.608048
0.004608,0.608667,0.440681
0.443565,0.925536,-0.123892
0.92369,0.691142,0.121389
0.150271,0.336385,1.785514
0.380179,0.614405,-0.793808
0.34641,0.4533,-1.057736
0.478599,0.329442,4.689267
0.139269,0.758602,-0.645635
0.687297,0.183886,5.138073
0.245548,0.88249,-0.200688
0.157717,0.660838,-0.563198
0.653239,0.084779,1.85598
0.034791,0.096178,0.485504
0.369772,0.414557,-0.532055
0.25658,0.478264,0.524806
0.99089,0.953246,-2.092409
0.713466,0.219394,5.451802
0.407385,0.535271,-2.239961
0.375509,0.096117,14.340199
0.648585,0.817365,2.695791
0.464149,0.670695,0.461525
0.209644,0.720638,-0.516676
0.753521,0.929503,0.871026
0.640452,0.897353,3.461328
0.266209,0.586267,-0.549448
0.282841,0.156161,2.584476
0.170748,0.339391,2.170917
0.447349,0.587182,-2.337259
0.786297,0.234623,4.655928
0.80174,0.12462,1.889103
0.224506,0.273594,3.940495
0.968612,0.645426,0.968429
0.275441,0.049516,2.002773
0.109407,0.094133,-0.824476
0.069856,0.102434,-2.306881
0.193256,0.828901,0.157543
0.423636,0.497383,-1.103536
0.279606,0.48867,-0.432175
0.607492,0.187869,4.520618
0.099397,0.725109,-0.510171
0.748425,0.851301,0.169879
0.982406,0.609277,1.117746
0.855772,0.531548,0.937591
0.537285,0.954604,0.693967
0.34638,0.036881,2.89378
0.16585,0.144121,-0.722203
0.608789,0.929351,3.532067
0.593301,0.263371,6.372255
0.047654,0.79855,-0.373506
0.059342,0.029267,-0.279679
0.723262,0.075486,1.699771
0.38526,0.486885,-1.314701
0.239338,0.727504,0.552778
0.506401,0.00676,2.633692
0.033219,0.487892,4.482923
0.010773,0.333272,3.604023
0.779492,0.145724,2.723159
0.83975,0.006668,-0.033987
0.328359,0.890257,-0.716497
0.310765,0.855695,0.582264
0.109682,0.859266,1.271739
0.916304,0.695338,-0.435851
0.255863,0.529564,-0.159263
0.433326,0.757778,-0.262149
0.599222,0.803388,1.018063
0.371603,0.588891,-1.715036
0.821683,0.228153,3.09199
0.049683,0.302144,3.071862
0.745571,0.683345,-1.403466
0.141695,0.853666,0.463606
0.180255,0.903838,0.07674
0.481285,0.803433,-0.227057
0.929229,0.467704,1.516942
0.934737,0.441596,1.694513
0.055207,0.764233,-0.239029
0.262547,0.502754,0.012697
0.000443,0.725353,0.962582
0.050721,0.699245,-0.234302
0.790265,0.806561,-2.249951
0.070588,0.472786,5.620254
0.030808,0.731151,0.215302
0.286732,0.390249,3.952
0.614481,0.425147,0.608176
0.257145,0.231281,5.281302
0.776211,0.379904,1.790868
0.394797,0.539788,-3.635941
0.427405,0.399832,1.250339
0.773159,0.504631,1.334801
